uid,Product Name,Genre,UPC,ASIN,Release Date,Publisher,Sell Game Price,Sell Complete Price
12247,Gilligan's Island,Action & Adventure,91199002807,B000GACIMW,7/1/90,Bandai,8.99,13
12248,Goal,Soccer,32264900062,B00002SV2A,2/1/92,Jaleco,1.99,4.99
9039,Goal 2,Soccer,32264900253,B00004SVQ2,8/1/92,Jaleco,15.99,21
12249,Godzilla,Action & Adventure,5.68948E+11,B001162GIG,10/1/89,,5.99,10
9042,Godzilla 2 War of the Monsters,Strategy,91521100058,B00004SVQ3,2/1/92,TOHO Video Games,65.99,80
9045,Gold Medal Challenge '92,Sports,13388110339,B00004SVQ4,,Capcom,5.99,9
9050,Golf,Sports,45496630102,B000E7KSN8,6/1/86,Nintendo,1.99,4.99
9051,Golf Grand Slam,Sports,7.30865E+11,B001B84ESE,8/1/91,,5.99,9
12250,Golgo 13 Top Secret Episode,Action & Adventure,34912784512,B00004SVQ5,10/1/88,"Vic Tokai, Inc.",1.99,4.99
12251,Gotcha,Action & Adventure,23582051536,B00115L8AO,1/1/87,Nintendo,2.99,5
11993,Gradius,Other,83717110019,B000J45TL2,12/1/86,Konami,4.99,8
9063,Great Waldo Search,Puzzle,7.19575E+11,B00004SVQ7,3/1/92,THQ,7.99,12
9068,Greg Norman's Golf Power,Sports,52145800052,B00004SVQ8,9/1/92,Virgin,6.99,11
12252,Gremlins 2,Action & Adventure,20763110143,B00004SVQ9,1/1/90,Sunsoft,3.99,7
12253,Guerrilla War,Action & Adventure,1149199105,B000E7RH0A,6/1/89,SNK,4.99,8
12254,Gumshoe,Action & Adventure,4.7311E+11,B000B696AS,6/1/86,Nintendo,5.99,9
12255,Gun-Nac,Action & Adventure,93992010607,B000Q7X9WS,,ASCII,108.99,132
12256,Gun.Smoke,Action & Adventure,13388110094,B000E7S41G,1/1/88,Capcom,6.99,10
12257,Gyromite,Action & Adventure,8.64879E+11,B000E7KSIS,10/1/85,Nintendo,1.99,4.99
12258,Gyruss,Action & Adventure,83717120056,B00004SVQA,2/1/89,Konami,3.99,6
16172,Hammerin Harry PAL,Action & Adventure,,,,,183.99,221
12259,Harlem Globetrotters,Basketball,43948513003,B00004SVQB,,GT Interactive,2.99,6
9097,Hatris,Puzzle,7.15504E+11,B000CSKS84,4/1/92,Bullet-Proof Software,5.99,10
12260,Heavy Barrel,Action & Adventure,13252002142,B000IVEAFC,3/1/90,Data East,2.99,6
12261,Heavy Shreddin',Action & Adventure,26359920523,B00006CXSS,6/1/90,Parker Brothers,1.99,4.99
21045,HES Real Player's Pack,Other,,,,,24.99,31
9109,High Speed,Arcade,31719199136,B0018ECL2M,11/1/91,,1.99,5
9113,Hit the Ice,Sports,20588010567,,10/1/90,,4.99,8
12262,Hogan's Alley,Other,45496630034,B000VEO22M,10/1/85,Nintendo,2.99,5
9115,Hollywood Squares,Other,43948530000,B00004SVQF,9/1/89,GT Interactive,1.99,5
9117,Home Alone,Action & Adventure,7.19575E+11,B00004SVQG,12/1/91,THQ,2.99,5
9119,Home Alone 2 Lost In New York,Action & Adventure,7.19575E+11,B00004SVQH,12/1/92,THQ,1.99,4.99
30819,Honey Peach,Action & Adventure,,,,,348.99,417
9121,Hook,Action & Adventure,90451106017,B00004SVQI,4/1/92,Sony,3.99,7
12263,Hoops,Basketball,32264900055,B00004SVQJ,6/1/89,Jaleco,1.99,4.99
14931,Hot Slots,Action & Adventure,,,,,260.99,313
9132,Hudson Hawk,Action & Adventure,90451104037,B00004SVXT,2/1/92,Sony,3.99,7
9133,Hunt for Red October,Action & Adventure,87855000515,B00004SVQK,6/1/91,Hi-Tech Expr.,1.99,4.99
12264,Hydlide,Action & Adventure,22909100070,B00004SVQL,6/1/89,FCI,1.99,4.99
11994,Ice Climber,Action & Adventure,45496630126,B0006TNCUK,,,12.99,18
11995,Ice Hockey,Sports,74720137155,B0009KMYUK,3/1/88,Nintendo,1.99,4.99
12265,Ikari Warriors,Action & Adventure,,B000VERG4I,5/1/87,SNK,3.99,7
12266,Ikari Warriors II,Action & Adventure,2.55007E+11,B000E7TSIO,,SNK,1.99,4.99
12267,Ikari Warriors III: The Rescue,Action & Adventure,18484255007,B00004SVQN,,SNK,12.99,18
12268,Image Fight,Fighting,7.15664E+11,B00004SVQO,,IREM,4.99,8
9138,Immortal,RPG,14633070095,B00004SVQP,5/1/91,Electronic Arts,4.99,8
12269,Impossible Mission II,Action & Adventure,20217020295,B000E7VEO0,,American Video Entertainment,15.99,21
9143,Incredible Crash Dummies,Action & Adventure,23582051871,B00004SVOJ,4/1/94,LJN,5.99,10
12270,Indiana Jones and the Last Crusade,Action & Adventure,1.01508E+11,B00115L88Q,3/1/91,Taito,12.99,17
30748,Indiana Jones and the Last Crusade Ubisoft,Action & Adventure,20588010161,B00004SVQM,,,47.99,60
12271,Indiana Jones and the Temple of Doom,Action & Adventure,31763014126,B0009PUCPY,1/1/88,Tengen,2.99,5
12272,Infiltrator,Action & Adventure,50047103103,B00004SVQQ,1/1/89,Mindscape,1.99,4.99
12274,Iron Sword Wizards and Warriors II,RPG,21481106012,B00004SVQR,1/1/88,LJN,2.99,6
12273,Iron Tank,Action & Adventure,18484165009,B000CJ69NQ,7/1/88,Nintendo,1.99,4.99
12275,Isolated Warrior,Action & Adventure,97933100020,B00004SVQS,2/1/91,NTVIC,8.99,13
12276,Jackal,Action & Adventure,83717110101,B00004SVQU,1/1/88,Konami,4.99,8
12277,Jackie Chan's Action Kung FU,Action & Adventure,39854000119,B00004SVQV,12/1/92,Hudson Soft,15.99,21
9155,Jack Nicklaus Golf,Sports,83717110170,B00004SVQT,4/1/89,Konami,1.99,4.99
9161,James Bond Jr,Action & Adventure,7.19575E+11,B00004SVQW,9/1/91,THQ,9.99,14
12278,Jaws,Action & Adventure,23582051567,B000FFEQN2,1/1/87,Nintendo,2.99,5
9169,Jeopardy,Other,43948008769,B00004SVQX,1/1/87,,1.99,4.99
9170,Jeopardy 25th Anniversary,Other,43948520025,B00004SVQY,9/1/90,GT Interactive,1.99,4.99
9172,Jeopardy Jr,Other,43948520018,B00004SVQZ,1/1/89,GT Interactive,1.99,4.99
9176,Jetsons Cogswell's Caper,Action & Adventure,20588010536,B00004SVR0,12/1/93,Taito,68.99,84
9177,Jimmy Connors Tennis,Sports,8888060888,B000H58URS,8/1/94,Ubisoft,26.99,34
9179,Joe and Mac,Action & Adventure,13252002272,B00004SVR1,12/1/92,Data East,10.99,15
12279,John Elway's Quarterback Challenge,Football,,B000FI4SIM,,Tradewest,1.99,4.99
12280,Jordan vs Bird One on One,Basketball,7.15664E+11,B0009V5XLQ,8/1/89,Milton Bradley,1.99,4.99
12281,Joshua: The Battle of Jericho,Action & Adventure,6.59057E+11,B0010EI5R0,,,14.99,19
12282,Journey to Silius,Action & Adventure,20763110136,B00004SVYA,9/1/90,Sunsoft,12.99,17
12283,Joust,Action & Adventure,40458200010,B00004SVR2,10/1/88,Hal America,1.99,4.99
9190,Jurassic Park,Action & Adventure,20295010096,B00004SVR3,6/1/93,Ocean Inc.,3.99,7
12284,Kabuki Quantum Fighter,Fighting,40458233117,B00004SVTJ,1/1/91,Hal America,1.99,4.99
12285,Karate Champ,Fighting,13252002029,B00004SVR4,11/1/86,Data East,1.99,4.99
12286,Karnov,Action & Adventure,4.7311E+11,B000B6E5RM,1/1/88,ACTIVISION,1.99,4.99
12287,Kickle Cubicle,Action & Adventure,7.15664E+11,B000KZAKKU,,IREM,9.99,14
9204,Kick Master,Action & Adventure,20588010383,B00004SVR5,7/1/92,Taito,18.99,24
11996,Kid Icarus,Action & Adventure,45496630355,B00005AV86,7/1/87,Nintendo,11.99,16
9205,Kid Klown in Night Mayor World,Action & Adventure,7.41648E+11,B00213C8VI,6/1/93,,62.99,77
12288,Kid Kool,Action & Adventure,34912784628,B00004SVR6,1/1/88,"Vic Tokai, Inc.",6.99,10
12289,Kid Niki Radical Ninja,Action & Adventure,13252002067,B000VYWCWY,1/1/87,Data East,2.99,6
16437,King Neptune's Adventure,Action & Adventure,96962810160,B001AMZ8C2,,Color Dreams,107.99,130
12290,King of Kings,RPG,7.68226E+11,B004AKVBY0,1/1/91,,7.99,11
9212,King's Knight,Strategy,94689191012,B00004SVR7,9/1/89,,1.99,4.99
12292,Kings of the Beach,Sports,83717120070,B00004SVXU,1/1/90,Konami,1.99,4.99
12291,King's Quest V,RPG,83717110262,B00004SVR8,6/1/92,Konami,12.99,17
9213,Kirby's Adventure,Action & Adventure,45496630720,B00004SVR9,5/1/93,Nintendo,13.99,18
12293,Kiwi Kraze,Action & Adventure,20588010208,B00004SVRA,,Taito,11.99,17
12294,Klashball,Sports,93295911014,B00004SVRB,,Sofel,1.99,5
12295,Klax,Puzzle,31763040125,B00004SVRC,1/1/90,Midway Entertainment,5.99,9
12296,Knight Rider,Racing,3.61622E+11,B000E81EY4,1/1/88,Nintendo,1.99,4.99
12297,Krazy Kreatures,Action & Adventure,21619110072,B000Q80ZHY,1/1/90,American Video Entertainment,8.99,13
12298,Krion Conquest,Action & Adventure,34912784666,B00004SVRD,,"Vic Tokai, Inc.",15.99,21
9217,Krusty's Fun House,Puzzle,21481107019,B00004SVRE,7/1/92,LJN,3.99,7
12299,Kung Fu,Fighting,45496630119,B00004SVXV,10/1/85,Nintendo,3.99,7
9219,Kung Fu 2,Action & Adventure,7.15664E+11,,7/1/87,,3.99,6
12300,Kung Fu Heroes,Fighting,47743890017,B0009ML59Y,2/1/89,Culture Brain,1.99,4.99
9222,Laser Invasion,Action & Adventure,83717110200,B00004SVRG,4/1/91,Konami,3.99,7
19472,Laserscope,Accessories,83717111009,B004FKWN92,,,157.99,190
9224,Last Action Hero,Action & Adventure,90451106024,B00004SVRH,10/1/93,Sony,19.99,26
12301,Last Starfighter,Action & Adventure,50047104490,B00235KZI2,6/1/90,,5.99,10
12302,Lee Trevino's Fighting Golf,Sports,18484175008,B0006TNCBY,,,2.99,5
12303,Legacy of the Wizard,RPG,47956144402,B00004SVRJ,4/1/89,Data East,1.99,4.99
12304,Legendary Wings,Other,13388110063,B00004SVRK,7/1/88,Capcom,2.99,5
11997,Legend of Kage,Action & Adventure,20588010024,B00004SVXF,8/1/87,Taito,1.99,5
9236,Legend of Zelda,Strategy,45496630324,B00004SVXW,7/1/87,Nintendo,22.99,29
12305,Legends of the Diamond,Baseball,45557072803,B00004SVRL,1/1/92,Bandai,4.99,8
9240,Lemmings,Puzzle,20763110266,B00004SVRM,11/1/92,Sunsoft,22.99,29
9242,L'Empereur,Strategy,40198000215,B00004SVRF,11/1/91,Koei,34.99,43
9245,Lethal Weapon,Action & Adventure,20295010058,B00004SVRN,12/1/92,Ocean Inc.,10.99,15
12306,Life Force,Action & Adventure,83717110118,B00004SVRO,8/1/88,Konami,6.99,10
12307,Linus Spacehead Cosmic Adventure,Action & Adventure,69667075059,B000BYFQ4K,,,53.99,67
12308,Little League Baseball,Baseball,18484235009,B00004SVRP,6/1/90,SNK,4.99,8
9248,Little Mermaid,Action & Adventure,13388110278,B00004SVRQ,12/1/91,Capcom,3.99,6
9249,Little Nemo The Dream Master,Action & Adventure,13388110223,B00004SVRR,12/1/90,Capcom,4.99,8
12309,Little Ninja Brothers,Action & Adventure,47743900051,B00004SVRS,1/1/90,Culture Brain,30.99,39
21862,Little Red Hood,Action & Adventure,,,,,89.99,109
9250,Little Samson,Action & Adventure,4.51035E+11,B000TV6SB0,,Taito,537.99,643
22049,Little Samson PAL,Action & Adventure,,,,Taito,133.99,161
11998,Lode Runner,Action & Adventure,4.7311E+11,B000B6E66W,9/1/87,Broderbund,4.99,8
9253,Lone Ranger,Action & Adventure,83717110224,B00004SVRT,7/1/91,Konami,7.99,12
12310,Loopz,Puzzle,50047104797,B0009MJACI,,Nintendo,2.99,5
12311,Low G Man,Action & Adventure,40886119847,B000G15CWE,9/1/90,Taxan,1.99,4.99
9260,Lunar Pool,Sports,22909100018,B000HAFEXG,10/1/87,,1.99,4.99
11999,Mach Rider,Racing,50428085455,B0002VFW3W,11/21/85,,1.99,4.99
12313,Mad Max,Action & Adventure,50047104728,B0007LQ1NC,1/1/90,Mindscape,2.99,6
9275,Magic Darts,Sports,95474190104,B00004SVRW,9/1/91,Romstar,3.99,7
12314,Magician,Action & Adventure,40886151908,B00004SVRY,,"VLM Entertainment, Inc.",11.99,16
12315,Magmax,Action & Adventure,22909100056,B00004SVRZ,,FCI,1.99,5
12316,Major League Baseball,Baseball,23582051543,B000JF9C82,,,1.99,4.99
12317,Maniac Mansion,Action & Adventure,32264900123,B00004SVS0,9/1/90,Jaleco,11.99,16
12318,Mappy,Action & Adventure,,,11/14/84,,9.99,14
13766,Mappy-Land,Action & Adventure,40886627793,B000E99XSW,4/1/89,Taxan,4.99,8
12319,Marble Madness,Puzzle,32244048807,B00079YXP2,1/1/89,Milton Bradley,1.99,4.99
12000,Mario Bros,Action & Adventure,7.3406E+11,B000E99JN6,10/1/85,Nintendo,13.99,18
9287,Mario Is Missing,Action & Adventure,50047109532,B00004SVS1,10/1/91,Mindscape,13.99,19
9289,Mario's Time Machine,Action & Adventure,50047113874,B00004SVS2,4/1/94,Mindscape,42.99,53
12321,Master Chu and the Drunkard Hu,Action & Adventure,96962810092,B0009LSNE0,,Color Dreams,18.99,24
14925,Maxi 15,Action & Adventure,7.21619E+11,B003N3FEH0,,,72.99,89
9307,M.C. Kids,Action & Adventure,52145800076,B00004SVRU,12/1/91,Virgin,7.99,12
12322,Mechanized Attack,Action & Adventure,6.12512E+11,B00237EF1S,6/1/90,,4.99,8
16294,Megacom 76,Other,,,,,36.99,46
9314,Mega Man,Action & Adventure,13388110070,B00004SVXG,12/1/87,Capcom,42.99,54
12323,Mega Man 2,Action & Adventure,13388110117,B00004SVS3,6/1/89,Capcom,19.99,26
9315,Mega Man 3,Action & Adventure,13388110254,B00004SVS5,11/1/90,Capcom,17.99,23
12324,Mega Man 4,Action & Adventure,13388110308,B00004SVS4,1/1/92,Capcom,23.99,31
9316,Mega Man 5,Action & Adventure,13388110353,B00004SVS6,12/1/92,Capcom,48.99,60
9317,Mega Man 6,Action & Adventure,45496630768,B00004SVS7,3/1/94,Nintendo,32.99,41
12325,Menace Beach,Action & Adventure,96962810221,B004HX8RWY,,,156.99,189
12326,Mendel Palace,Action & Adventure,39854000096,B00004SVS8,12/12/89,Hudson Soft,4.99,8
12327,Mermaids of Atlantis,Action & Adventure,21619110140,B00237VU48,,,26.99,34
12328,Metal Fighter,Fighting,1.2003E+11,B000E91GM8,,Color Dreams,14.99,20
12329,Metal Gear,Action & Adventure,83717120018,B00004SVS9,6/1/88,Konami,3.99,6
12330,Metal Mech,Action & Adventure,32264900178,B00004SVSA,,Jaleco,3.99,7
12331,Metal Storm,Action & Adventure,7.15664E+11,B00004SVSB,1/1/91,IREM,45.99,57
9331,Metroid,Action & Adventure,45496630348,B00004SVYF,8/1/86,Nintendo,11.99,16
12332,Michael Andretti's World GP,Racing,39471885076,B00004SVMP,,American Sammy,2.99,6
9337,Mickey Mousecapade,Action & Adventure,13388110155,B00004SVYW,12/1/89,Capcom,1.99,5
9338,Mickey's Adventure in Numberland,Action & Adventure,87855000218,B00004SVSC,2/1/94,Hi-Tech Expr.,27.99,35
9339,Mickey's Safari in Letterland,Action & Adventure,87855000201,B00004SVSD,12/1/94,Hi-Tech Expr.,3.99,7
12333,Micro Machines,Racing,69667074038,B000JRCV10,1/1/91,Camerica,20.99,27
12334,Mig 29,Other,69667074076,B0009PS5V2,1/1/89,Camerica,3.99,7
9349,Might and Magic,Strategy,39471905125,B00004SVSE,8/1/92,American Sammy,18.99,24
12002,Mighty Bomb Jack,Action & Adventure,,B0010ED7SM,1/1/87,Tecmo,3.99,7
9351,Mighty Final Fight,Action & Adventure,13388110377,B00004SVSF,7/1/93,Capcom,77.99,95
12001,Mike Tyson's Punch-Out,Sports,45496630287,B00005AV8O,1/1/87,Nintendo,14.99,20
12336,Millipede,Arcade,7.10353E+11,B000GAYPUK,10/1/87,Hal America,1.99,4.99
12003,Milon's Secret Castle,Action & Adventure,39854000027,B00004SVUA,1/1/86,Hudson Soft,1.99,4.99
9355,Mini Putt Super Pro Golf,Sports,9119910118,,8/1/91,,9.99,14
12337,Miracle Piano,Other,24294001147,B000TK6ZP0,1/1/90,Nintendo,13.99,18
31608,Miracle Piano with Keyboard,Other,,,1/1/85,,151.99,183
19303,Mission Cobra,Other,16315730020,B000I5OOE0,,,22.99,30
9358,Mission Impossible,Action & Adventure,83717120094,B00004SVSG,9/1/90,Konami,1.99,4.99
9366,Monopoly,Strategy,73000040284,B00004SVSH,5/1/91,Parker Brothers,1.99,4.99
12340,Monster in My Pocket,Action & Adventure,83717110248,B00004SVSI,,Konami,14.99,19
12338,Monster Party,Action & Adventure,45557074005,B00004SVSJ,1/1/89,Bandai,4.99,8
12339,Monster Truck Rally,Racing,18571091037,B00004SVXX,,"VLM Entertainment, Inc.",8.99,13
21116,Moon Ranger,Action & Adventure,16315730051,B001QHW7ES,,,104.99,127
9377,Motor City Patrol,Action & Adventure,35995727045,B00004SVSK,7/1/92,"VLM Entertainment, Inc.",25.99,33
15976,Mr. Gimmick,Action & Adventure,,,,,78.99,96
9382,Ms. Pac-Man (Namco),Action & Adventure,7.22674E+11,B000LSTEZ8,11/1/93,Namco,11.99,16
30883,Ms. Pac-Man (Tengen),Arcade,31763030126,B000R4N7WW,,,10.99,15
9387,M.U.L.E.,Other,50047104810,B00004SVYB,6/1/90,Mindscape,9.99,14
12341,Muppet Adventure,Action & Adventure,87855000409,B00004SVSL,,Hi-Tech Expr.,1.99,4.99
12312,MUSCLE,Action & Adventure,45557872007,B000B4132O,1/1/86,,3.99,7
9390,Mutant Virus,Action & Adventure,7.29627E+11,B00004SVSM,3/1/92,American Sammy,4.99,8
14929,Myriad 6-in-1,Action & Adventure,,,,,1205.99,1438
12342,Mystery Quest,Action & Adventure,40886697833,B0009PX8NC,1/1/88,Taxan,1.99,4.99
12343,NARC,Action & Adventure,41240134650,B0002XMYHM,1/1/90,Acclaim,1.99,4.99
16388,NES Advantage Controller,Controllers,45496620035,B00004SVXA,,,15.99,21
16389,NES Four Score,Accessories,45496620103,B000J0PVOG,,,12.99,18
21587,NES Max,Controllers,45496620059,B00004SVYP,,,2.99,6
9449,NES Open Tournament Golf,Sports,45496630669,B00004SVYK,9/1/91,Nintendo,2.99,5
19364,NES Satellite 4 Controller Port,Accessories,33383035246,B000NQ8ZAI,,,6.99,10
9459,NFL Football,Football,23582051581,B0009PS61Q,11/1/90,Nintendo,1.99,4.99
9483,Nigel Mansell's World Championship Racing,Racing,43948530017,B00004SVSN,10/1/93,GT Interactive,9.99,13
9487,Nightshade,Action & Adventure,83717120162,B00004SVSP,4/1/92,Konami,9.99,14
12344,Ninja Crusaders,Action & Adventure,,B000W1VXF8,12/1/90,American Sammy,14.99,19
9488,Ninja Gaiden,Action & Adventure,18946110073,B00004SVSS,5/1/89,Tecmo,7.99,12
9490,Ninja Gaiden III Ancient Ship of Doom,Action & Adventure,18946110134,B00004SVSR,8/1/91,Tecmo,38.99,49
12004,Ninja Gaiden II The Dark Sword of Chaos,Action & Adventure,18946110103,B000EA0HMW,5/1/90,Nintendo,6.99,10
12345,Ninja Kid,Action & Adventure,45557872021,B000MC6DHA,10/1/86,Bandai,2.99,5
19387,Nintendo Campus Challenge 1991,Other,,,,,21104.99,25127
13743,Nintendo NES Console,Systems,45496610104,B00004SVYQ,,Nintendo,62.99,77
13746,Nintendo NES Console w/ 72 Pin Connector,Systems,,,,,39.99,49
13805,Nintendo NES Controller,Controllers,8.13048E+11,B00004SVOG,,Nintendo,4.99,8
21251,Nintendo Test Cartridge,Other,,,,,261.99,314
14933,Nintendo World Championship,Action & Adventure,,,,,11654.99,13877
16173,Nintendo World Championship Gold,Action & Adventure,,,,,18899.99,22502
9492,Nintendo World Cup,Soccer,45496630379,B00004SVY8,12/1/90,Nintendo,1.99,5
9495,Nobunaga's Ambition,Strategy,40198000406,B000BV8G4K,12/1/88,,3.99,7
13108,Nobunaga's Ambition 2,Strategy,40198000185,B00139XODC,,Koei,79.99,97
12346,North and South,Action & Adventure,44499000127,B00004SVST,1/1/90,SEIKA VIDEO GAMES,25.99,33
14281,Operation Secret Storm,Action & Adventure,,,,,206.99,248
12348,Operation Wolf,Action & Adventure,20588010086,B00004SVSU,5/1/89,Taito,1.99,4.99
12347,ORB 3-D,Action & Adventure,87855000522,B00004SVSV,10/1/90,Hi-Tech Expr.,1.99,4.99
12349,Othello,Puzzle,21481102052,B000G85AJM,12/1/98,Acclaim,1.99,4.99
9516,Overlord,Strategy,52145800069,B00004SVSW,2/1/93,Virgin,6.99,10
12351,Pac-Mania,Action & Adventure,36000027006,B000J3HYZW,1/1/90,Tengen,9.99,14
9518,Pac-Man (Namco),Action & Adventure,7.22674E+11,B0002UFC3S,12/1/93,Tengen,5.99,9
30882,Pac-Man (Tengen),Arcade,31763031123,B001J74UHM,,,7.99,11
16126,Palamedes,Other,93455100050,B00004SVSX,,Hot B USA Inc,1.99,5
9523,Panic Restaurant,Action & Adventure,20588010529,B00004SVSY,7/1/92,,212.99,255
9528,Paperboy,Racing,31719198238,B00004SVSZ,12/1/88,,9.99,14
9530,Paperboy 2,Action & Adventure,50047110095,B00004SVT0,1/1/91,Mindscape,9.99,14
14932,Peek-a-Boo Poker,Action & Adventure,,,,,1364.99,1627
19452,Pesterminator,Action & Adventure,96962810153,B001QHYE1C,,,34.99,43
12352,Peter Pan and the Pirates,Action & Adventure,7.19575E+11,B00004SVT1,,THQ,3.99,7
12353,Phantom Fighter,Other,22909100094,B00004SVT2,,FCI,3.99,6
12354,Pictionary,Other,23582051802,B00004SVT3,,LJN,2.99,5
12005,Pinball,Arcade,45496630171,B0006TNCV4,10/1/85,,1.99,4.99
12356,Pinball Quest,Arcade,32264900147,B00004SVT4,1/1/90,Jaleco,1.99,4.99
12355,Pin-Bot,Action & Adventure,65810267296,B000HNNVOC,4/1/90,Nintendo,1.99,5
12357,Pipe Dream,Puzzle,7.15504E+11,B00004SVT5,9/1/90,BPS,2.99,5
9558,Pirates,Action & Adventure,83717120148,B000BMYM3S,10/1/91,Ultra,11.99,16
12358,Platoon,Action & Adventure,20763110051,B00004SVT6,12/1/88,Sunsoft,1.99,4.99
9566,Play Action Football,Football,74299063589,B00004SVYG,9/1/90,Nintendo,1.99,4.99
12359,Popeye,Action & Adventure,1.00131E+11,B000EA2KBS,6/1/86,Nintendo,7.99,12
12350,POW,Action & Adventure,18484185007,B0009WUTWI,1/1/88,Nintendo,2.99,6
9574,Power Blade,Action & Adventure,20588010314,B00004SVT9,3/1/91,Taito,18.99,25
9575,Power Blade 2,Action & Adventure,20588010635,B00004SVTA,10/1/92,Taito,293.99,352
13715,Power Glove,Controllers,74299040078,B001VII7PA,,,67.99,83
13761,Power Pad,Controllers,,B002W4JN9Q,,,14.99,19
9577,Power Punch II,Fighting,7.29627E+11,B00004SVT8,8/1/92,American Sammy,7.99,11
19390,P'radikus Conflict,Strategy,28400087803,B0025MZEUC,,,35.99,45
12360,Predator,Action & Adventure,47875700024,B000SLMH02,,ACTIVISION,3.99,7
9584,Prince of Persia,Action & Adventure,52145800083,B00004SVTB,11/1/92,Virgin,10.99,15
12361,Princess Tomato in the Salad Kingdom,Action & Adventure,39854000089,B00004SVTC,,Hudson Soft,35.99,45
9592,Pro Sports Hockey,Sports,32264900284,B00004SVTD,9/1/94,Jaleco,47.99,59
12362,Pro Wrestling,Wrestling,45496630294,B0006TNCVE,3/1/87,Nintendo,2.99,6
12006,Punch-Out,Sports,45496630614,B00004SVYH,7/25/92,Nintendo,9.99,14
16272,Punch-Out Special Edition,Sports,,,,,314.99,377
12364,Puss N' Boots: Pero's Great Adventure,Action & Adventure,99451413613,B000EA3W8S,,Electro Brain Corp.,3.99,7
12365,Puzzle,Puzzle,21619110027,B0027NZSE6,,,7.99,11
12366,Puzznic,Puzzle,20588010246,B00004SVTG,,Taito,5.99,9
12367,Pyramid,Action & Adventure,21619110034,B000J42FN2,,,4.99,8
9608,Pyross,Action & Adventure,,,,,25.99,33
12368,Q*bert,Arcade,83717120063,B00004SVTH,2/1/89,Konami,3.99,7
12369,Qix,Puzzle,20588010291,B00004SVTI,1/1/91,Taito,14.99,19
12371,Quattro Adventure,Action & Adventure,69667075042,B000BYFJZG,1/1/93,Camerica,2.99,6
19308,Quattro Arcade,Arcade,69667074168,B0006538XU,,,7.99,11
12372,Quattro Sports,Sports,69667075035,B000BYKMM6,1/1/93,Camerica,4.99,8
21024,Quickshot Joystick,Controllers,4.55635E+11,B000TV513Q,,,3.99,6
16260,Quickshot Sighting Scope,Accessories,,,,,27.99,36
9615,Race America,Racing,99451722067,B00004SVTK,5/1/92,Absolute Entertainment,21.99,28
30824,Racermate Challenge II,Action & Adventure,,,,,787.99,940
12376,Racket Attack,Sports,32264900048,B000JO3OE6,,Jaleco,1.99,4.99
12377,Rad Gravity,Action & Adventure,,B000W44LR2,12/1/90,,4.99,8
12378,Rad Racer,Racing,45496630362,B00004SVTL,10/1/87,Nintendo,1.99,4.99
12379,Rad Racer II,Racing,1.54961E+11,B0002WTK66,1/1/90,Squaresoft,1.99,4.99
30982,Rad Racket,Sports,,,,,30.99,39
12380,Raid 2020,Action & Adventure,5.7899E+11,B0028H3BKO,,,9.99,14
12381,Raid on Bungeling Bay,Action & Adventure,7.5503E+11,B000EAC64E,2/1/85,Broderbund,3.99,6
12382,Rainbow Islands,Action & Adventure,20588010321,B00004SVTM,,Taito,20.99,26
12383,Rally Bike,Racing,95474130100,B000EA6W8U,9/1/90,Romstar,3.99,7
12384,Rambo,Action & Adventure,21481103011,B00004SVTN,,LJN,1.99,4.99
12385,Rampage,Action & Adventure,13252002111,B00004SVTO,1/1/88,Data East,6.99,10
9624,Rampart,Racing,32264900246,B00004SVTP,6/1/92,Jaleco,7.99,11
9635,RBI Baseball,Baseball,31763021124,B001GFJM4I,12/1/87,,2.99,5
12373,RBI Baseball 2,Baseball,31763022121,B000E7VM06,1/1/90,Tengen,3.99,7
12374,RBI Baseball 3,Baseball,8.55153E+11,B000A2XCIU,1/1/91,,6.99,10
12375,RC Pro-AM,Racing,,B000VUSZHY,,,1.99,5
9639,RC Pro-AM II,Racing,31719199235,B00004SVXZ,7/1/92,Midway Entertainment,42.99,53
12386,Remote Control,Action & Adventure,87855000324,B00004SVTQ,5/1/90,Hi-Tech Expr.,1.99,4.99
9648,Ren and Stimpy Show Buckeroos,Action & Adventure,7.19575E+11,B00004SVTR,4/1/94,THQ,8.99,13
12387,Renegade,Action & Adventure,20588010048,B000B4133I,1/1/87,Taito,1.99,4.99
12388,Rescue the Embassy Mission,Action & Adventure,44499000080,B00004SVTS,1/1/89,SEIKA VIDEO GAMES,1.99,4.99
12389,Ring King,Action & Adventure,13252002036,B000PY9QGA,9/1/87,Nintendo,4.99,8
12390,River City Ransom,Action & Adventure,95303284011,B0002TQK9E,1/1/90,Technos,20.99,27
12392,RoadBlasters,Action & Adventure,50047103127,B00004SVTW,1/1/90,Mindscape,1.99,4.99
31545,Road Fighter,Racing,,,1/1/85,,19.99,26
12391,Road Runner,Action & Adventure,31763013129,B000J42FMS,1/1/89,,2.99,5
9669,Robin Hood Prince of Thieves,Action & Adventure,52145800045,B00004SVTX,11/1/91,Virgin,2.99,6
12394,Robocop,Action & Adventure,14381516869,B0009VV5K4,12/1/89,Nintendo,1.99,4.99
9671,Robocop 2,Action & Adventure,13252002203,B00004SVTZ,8/1/91,Data East,4.99,8
9673,Robocop 3,Action & Adventure,20295010041,B00004SVU0,2/1/92,Ocean Inc.,14.99,19
16141,Robodemons,Action & Adventure,96962810122,B000Q812GW,1/1/90,Color Dreams,23.99,31
