uid,Product Name,Genre,UPC,ASIN,Release Date,Publisher,Sell Game Price,Sell Complete Price
12393,Robo Warrior,Action & Adventure,32264900031,B00004SVTY,12/1/88,Jaleco,1.99,4.99
12396,Rocket Ranger,Action & Adventure,44499000097,B00004SVU1,1/1/90,SEIKA VIDEO GAMES,1.99,4.99
9678,Rockin' Kats,Action & Adventure,7.30865E+11,B00004SVU3,8/1/91,Atlus,29.99,38
12395,Rock 'n Ball,Action & Adventure,97933100013,B000GBP2L0,1/1/90,VAP,1.99,4.99
16171,Rodland PAL,Action & Adventure,,,,,207.99,249
9681,Roger Clemens' MVP Baseball,Baseball,23582051840,B00004SVYS,3/1/91,LJN,1.99,4.99
12398,Rollerball,Action & Adventure,40458031065,B000YHC7OQ,2/1/90,Hal America,1.99,4.99
9682,Rollerblade Racer,Sports,87855000553,B00004SVU5,8/1/93,Hi-Tech Expr.,4.99,8
12397,Roller Games,Sports,83717120117,B00004SVY0,9/1/90,Konami,1.99,5
12399,Rolling Thunder,Action & Adventure,31763012122,B00004SVU6,1/1/89,Midway Entertainment,1.99,4.99
12400,Romance of the Three Kingdoms,Strategy,40198000086,B00004SVY1,1/1/89,Koei,4.99,8
12401,Romance of the Three Kingdoms II,Strategy,40198000208,B00004SVU7,,Koei,30.99,39
9687,Roundball 2-on-2 Challenge,Basketball,50047106647,B00004SVU8,5/1/92,Mindscape,4.99,8
12402,Rush'n Attack,Action & Adventure,83717110026,B00004SVU9,4/1/87,Konami,2.99,5
12403,Rygar,Action & Adventure,18946110011,B000EA40UC,7/1/87,Nintendo,2.99,5
9697,SCAT Special Cybernetic Attack Team,Action & Adventure,7.19593E+11,B000PGJ49C,3/1/91,,58.99,72
12404,Secret Scout,Action & Adventure,,,,,189.99,228
12405,Section Z,Action & Adventure,13388110056,B00004SVUB,1/1/88,Capcom,1.99,4.99
12406,Seicross,Action & Adventure,22909100063,B00004SVUC,1/1/88,FCI,1.99,4.99
13827,Sesame Street 123,Other,87855000027,B000GBMDRG,9/1/89,Rockstar Games,1.99,4.99
9720,Sesame Street 123 and ABC,Other,87855000058,B00004SVUE,11/1/91,Hi-Tech Expr.,2.99,6
12408,Sesame Street ABC,Other,87855000010,B000R4LUUI,9/1/89,Hi-Tech Expr.,1.99,4.99
12409,Sesame Street Big Bird's Hide and Speak,Other,87855000034,B00004SVNH,1/1/90,,1.99,4.99
9721,Sesame Street Countdown,Other,87855000041,B00004SVUD,8/1/94,Hi-Tech Expr.,4.99,7
12411,Shadowgate,Action & Adventure,44499000059,B00004SVUF,12/1/89,SEIKA VIDEO GAMES,4.99,8
12410,Shadow of the Ninja,Action & Adventure,91199021488,B000GAD40M,1/1/91,"Natsume, Inc.",13.99,19
9729,Shatterhand,Action & Adventure,32264900239,B00004SVYC,5/1/91,Jaleco,14.99,19
12412,Shingen the Ruler,Action & Adventure,93455100043,B000CJ5Z1S,,,4.99,8
12413,Shinobi,Action & Adventure,31763102120,B00004SVUG,1/1/89,Midway Entertainment,8.99,13
12414,Shockwave,Action & Adventure,7.23175E+11,B000KKMF6M,,,11.99,16
12415,Shooting Range,Other,45557073008,B001MFLOYS,6/1/89,,3.99,7
12416,Short Order/Eggsplode,Action & Adventure,45496630546,B000AXQCFO,12/1/89,Nintendo,5.99,9
12417,Side Pocket,Sports,13252002098,B000QY55DW,6/1/92,Data East,1.99,4.99
12418,Silent Assault,Action & Adventure,96962810108,B000SQM9J6,1/1/90,Color Dreams,17.99,23
12419,Silent Service,Action & Adventure,4.7311E+11,B000B6G2NW,12/1/89,Microprose,1.99,4.99
12420,Silk Worm,Action & Adventure,,,,,6.99,10
12421,Silver Surfer,Action & Adventure,52145800038,B00004SVUH,11/1/90,Virgin,8.99,13
9749,SimCity,Other,45496630638,,8/1/89,,26.99,34
12422,Skate or Die,Extreme Sports,83717120025,B00004SVUM,1/1/88,Konami,1.99,4.99
12423,Skate or Die 2,Extreme Sports,17800165020,B0009VV53Q,1/1/90,Nintendo,1.99,4.99
12424,Ski or Die,Extreme Sports,83717120124,B00004SVUN,,Konami,4.99,8
12425,Skull and Crossbones,Action & Adventure,31763050124,B00004SVUO,,Tengen,1.99,4.99
12426,Sky Kid,Action & Adventure,20763110020,B000SIHG6A,9/1/87,Sunsoft,3.99,6
12427,Sky Shark,Action & Adventure,20588010079,B00004SVUP,9/1/89,Taito,1.99,4.99
12428,Slalom,Sports,11179049424,B000FIUSD6,8/1/87,Nintendo,1.99,5
9764,Smash TV,Action & Adventure,21481106067,B000EAASDA,9/1/91,Acclaim,4.99,7
12429,Snake Rattle n Roll,Action & Adventure,45496630591,B000HGMSXY,1/1/90,Nintendo,2.99,5
9765,Snake's Revenge,Action & Adventure,83717120100,B00004SVY2,4/1/90,Konami,5.99,9
12430,Snoopy Silly Sports,Sports,44499000073,B000IVLSP2,1/1/89,Kemco,4.99,8
9768,Snow Brothers,Puzzle,13388110285,B00004SVUQ,12/1/91,Capcom,135.99,164
12007,Soccer,Soccer,,,3/1/87,,2.99,5
12431,Solar Jetman,Action & Adventure,31719199037,B00004SVUR,9/1/90,Midway Entertainment,1.99,4.99
12432,Solitaire,Other,7.21619E+11,B001QI0DXY,,,18.99,24
12008,Solomon's Key,Action & Adventure,18946110035,B000IVPB32,7/1/87,Tecmo,8.99,13
9776,Solstice,Puzzle,90451104013,B00004SVUS,12/1/89,CSG Imagesoft,1.99,4.99
12433,Space Invaders,Arcade,,,,,32.99,41
9803,Space Shuttle,Other,99451112561,B00004SVUT,11/1/91,,4.99,8
12434,Spelunker,Action & Adventure,,B000CQY21K,,Broderbund,4.99,8
10594,Spiderman Return of the Sinister Six,Action & Adventure,23582051888,B00004SVUU,11/1/92,LJN,3.99,7
12436,Spiritual Warfare,Action & Adventure,,B000FAKUXM,1/1/92,,10.99,15
9830,Spot,Strategy,52145800007,B00004SVUV,9/1/90,Virgin,2.99,6
12437,Spy Hunter,Action & Adventure,1.98627E+11,B000EAC88S,2/1/92,Sunsoft,1.99,4.99
9832,Spy vs. Spy,Action & Adventure,44499000011,B00004SVUW,10/1/88,,2.99,6
12438,Sqoon,Action & Adventure,47956700400,B002E05COS,,,20.99,27
16127,Stack Up,Other,45496630164,B000U7Q2SC,,Nintendo,41.99,52
9839,Stanley The Search for Dr Livingston,Action & Adventure,99451613624,B00004SVUX,10/1/92,Electro Brain Corp.,7.99,12
12439,Star Force,Action & Adventure,18946110042,B00004SVUY,1/1/87,Tecmo,2.99,5
12441,Starship Hector,Action & Adventure,39854000041,B000SQM7AW,,Hudson Soft,5.99,9
12009,Star Soldier,Other,40886782799,B000FJD0ZS,1/1/89,Taxan,1.99,4.99
9842,Star Trek 25th Anniversary,Action & Adventure,83717120179,B000K0387C,2/1/92,Ultra,5.99,9
9847,Star Trek The Next Generation,Action & Adventure,18706206930,B00004SVUZ,9/1/93,Absolute Entertainment,13.99,18
9848,Star Tropics,Strategy,45496630508,B00004SVYI,12/1/90,Nintendo,2.99,6
10238,Star Tropics II: Zoda's Revenge,RPG,45496630676,B00004SVX9,12/1/94,Nintendo,4.99,8
12440,Star Voyager,Action & Adventure,21481101017,B00004SVV0,1/1/89,LJN,2.99,5
9849,Star Wars,Action & Adventure,9119910125,B00004SVV1,11/1/91,JVC,14.99,20
9857,Star Wars The Empire Strikes Back,Action & Adventure,9119910149,B000TB6PEK,12/1/91,JVC,14.99,20
18720,Stealth,Other,3.00021E+11,B000EA8UJY,,,1.99,5
12443,Stinger,Action & Adventure,6.05043E+11,B000EAC8HO,9/1/87,Konami,3.99,7
12444,Street Cop,Action & Adventure,45557077105,B000SLO4MQ,1/1/87,Bandai,12.99,18
12445,Street Fighter 2010 the Final Fight,Fighting,13388110124,B00004SVV2,9/1/90,Capcom,3.99,7
12446,Strider,Action & Adventure,13388110131,B00004SVV3,1/1/89,Capcom,2.99,5
12447,Stunt Kids,Action & Adventure,69667074045,B001GSUO24,,,27.99,35
19476,Sunday Funday,Action & Adventure,,,,,92.99,113
9883,Super C,Other,83717110187,B00004SVV4,3/1/90,Konami,13.99,18
12448,Super Cars,Racing,4.75E+11,B000EUNA9E,,Gremlin Interactive,10.99,15
12449,Super Dodge Ball,Sports,90451102019,B0006BE2UW,6/1/89,Nintendo,12.99,17
12450,Super Glove Ball,Sports,74299045226,B00004SVV5,10/1/90,Data East,2.99,5
12458,Superman,Action & Adventure,,,,,3.99,7
9889,Super Mario Bros,Action & Adventure,45496630140,B00004SVV7,10/1/85,Nintendo,5.99,9
12010,Super Mario Bros 2,Action & Adventure,,B00004SVV8,10/1/88,Nintendo,13.99,19
9890,Super Mario Bros 2 The Lost Levels,Action & Adventure,45496630386,,,Nintendo,12.99,17
9891,Super Mario Bros 3,Action & Adventure,45496630584,B00004SVV9,2/1/90,Nintendo,9.99,14
12451,Super Mario Bros and Duck Hunt,Action & Adventure,24634562468,B000TUZCQI,1/1/85,Nintendo,1.99,5
12452,Super Mario Bros Duck Hunt World Class Track Meet,Action & Adventure,7.67014E+11,B000EYKS22,,Nintendo,1.99,4.99
12453,Super Off-Road,Racing,,B00002SV8N,2/1/92,Midway Entertainment,4.99,8
12454,Super Pitfall,Action & Adventure,,B000FIFG2Y,7/1/95,,2.99,6
9898,Super Spike Volleyball,Sports,45496630560,B00004SVYJ,6/1/90,Nintendo,1.99,4.99
12455,Super Spike Volleyball and World Cup Soccer,Sports,,B000VIB9RO,,,2.99,6
12456,Super Sprint,Racing,31763051121,B000JRMAZC,1/1/89,Tengen,1.99,4.99
9899,Super Spy Hunter,Racing,20763110112,B00004SVVC,2/1/92,Sunsoft,12.99,17
12457,Super Team Games,Sports,45496630454,B000DZ9NGY,11/1/88,Nintendo,1.99,4.99
9913,Swamp Thing,Action & Adventure,7.19575E+11,B00004SVVD,12/1/92,THQ,32.99,41
19306,Sword Master,Action & Adventure,5.21482E+11,B004PRRJRQ,,,51.99,64
12459,Swords and Serpents,Action & Adventure,21481103059,B00004SVVE,1/1/90,LJN,2.99,6
12462,Taboo the Sixth Sense,Action & Adventure,31719198856,B00004SVVK,1/1/89,Midway Entertainment,2.99,6
30846,Tagin' Dragon,Action & Adventure,16315730037,B000SQNNAU,,,48.99,61
12463,Tag Team Wrestling,Wrestling,13252002050,B00004SVY4,10/1/86,Data East,2.99,5
12162,TaleSpin,Action & Adventure,13388110261,B00004SVVL,12/1/91,Capcom,3.99,7
12465,Talking Super Jeopardy,Other,43948520049,B00004SVV6,9/1/91,,1.99,4.99
12466,Target Renegade,Action & Adventure,4.7311E+11,B000EAASO4,3/1/90,Taito,1.99,4.99
12467,Tecmo Baseball,Baseball,18946110066,B00004SVVM,1/1/88,Tecmo,1.99,4.99
9929,Tecmo Bowl,Football,18946110059,B00004SVVN,2/1/89,Tecmo,4.99,8
9930,Tecmo Cup Soccer,Soccer,18946110141,B00004SVVO,,Tecmo,38.99,48
9931,Tecmo NBA Basketball,Basketball,18946110158,B00004SVSO,11/1/92,Tecmo,4.99,8
9934,Tecmo Super Bowl,Football,18946110127,B00004SVVP,12/1/91,Tecmo,15.99,21
9938,Tecmo World Wrestling,Wrestling,18946110080,B00004SVVQ,3/1/90,Tecmo,1.99,4.99
9941,Teenage Mutant Ninja Turtles,Action & Adventure,83717120032,B00004SVVH,2/1/89,Konami,6.99,11
9942,Teenage Mutant Ninja Turtles III The Manhattan Project,Action & Adventure,83717110279,B00004SVVJ,2/1/92,Konami,16.99,23
12468,Teenage Mutant Ninja Turtles II the Arcade Game,Action & Adventure,8.02859E+11,B000MFOOLY,12/1/90,Konami,9.99,14
9944,Teenage Mutant Ninja Turtles Tournament Fighters,Fighting,83717110354,B00004SVY3,12/1/93,Konami,79.99,97
12595,Tengen Tetris,Puzzle,73917183043,B000O7C8XG,,Tengen,68.99,84
12011,Tennis,Sports,75470390289,B000VCD91Y,,,1.99,4.99
9951,Terminator,Action & Adventure,50047106807,B00004SVVR,2/1/92,Mindscape,11.99,16
9953,Terminator 2 Judgement Day,Action & Adventure,23582051833,B00004SVVS,7/1/92,LJN,2.99,5
12469,Terra Cresta,Action & Adventure,92091300367,B0010EI8T0,,"Vic Tokai, Inc.",10.99,15
9964,Tetris,Puzzle,45496630539,B00004SVVT,9/1/89,Nintendo,1.99,4.99
9966,Tetris 2,Puzzle,45496630737,B00004SVVU,10/1/93,Nintendo,2.99,5
8471,The Adventures of Rocky and Bullwinkle and Friends,Action & Adventure,7.19575E+11,B00004SVU4,6/1/91,THQ,6.99,10
12471,The Goonies II,Action & Adventure,83717110064,B00004SVQ6,11/1/87,Konami,2.99,5
12472,The Guardian Legend,Action & Adventure,47956145409,B000QYARP8,4/1/89,Broderbund,6.99,10
9990,The Jungle Book,Action & Adventure,52145800137,B00004SVXB,12/1/94,Virgin,11.99,17
12474,The Karate Kid,Action & Adventure,91199005150,B000GBMWX6,1/1/87,,1.99,4.99
12475,The Last Ninja,Action & Adventure,32264900154,B00004SVRI,1/1/90,Jaleco,9.99,14
12477,The Mafat Conspiracy,Action & Adventure,34912784642,B00004SVRV,,"Vic Tokai, Inc.",1.99,4.99
12478,The Magic of Scheherazade,Action & Adventure,47743890048,B00004SVRX,,Culture Brain,3.99,7
9997,The Punisher,Action & Adventure,13388160051,B00004SVTF,8/1/91,LJN,6.99,10
9677,The Rocketeer,Action & Adventure,45557073305,B00004SVU2,5/1/91,Bandai,1.99,4.99
9751,The Simpsons Bart Meets Radioactive Man,Action & Adventure,21481107040,B00004SVUL,6/1/92,LJN,6.99,11
12479,The Simpsons Bart vs the Space Mutants,Action & Adventure,21481105039,B00004SVUJ,2/1/91,LJN,2.99,6
12197,The Simpsons Bart vs the World,Action & Adventure,21481105053,B00004SVUK,12/1/91,LJN,3.99,6
12480,The Three Stooges,Action & Adventure,47875700093,B0009WUU40,10/1/89,ACTIVISION,3.99,7
12482,The Uncanny X-Men,Action & Adventure,23582051611,B000HXYRWW,1/1/88,Marvel,4.99,8
10008,Thomas the Tank Engine,Action & Adventure,7.19575E+11,B00004SVVV,,THQ,27.99,35
12484,Thunder and Lightning,Action & Adventure,95474160107,B00004SVVW,,Romstar,6.99,11
12485,Thunderbirds,Action & Adventure,,,,,5.99,9
12486,Thundercade,Action & Adventure,39471885038,B000Q7UAP2,1/1/89,Sammy,2.99,5
12487,Tiger-Heli,Other,21481102038,B00004SVXD,9/1/87,LJN,1.99,5
12488,Tiles of Fate,Puzzle,21619110041,B001NDQAYI,,,13.99,18
12489,Time Lord,Action & Adventure,32244040931,B00004SVVX,9/1/90,Parker Brothers,2.99,5
10020,Times of Lore,RPG,91521100041,B00004SVVY,5/1/91,IREM,16.99,22
10021,Tiny Toon Adventures,Action & Adventure,83717110255,B00004SVVZ,12/1/91,Konami,5.99,9
10022,Tiny Toon Adventures 2 Trouble in Wackyland,Action & Adventure,83717110330,B00004SVW1,4/1/93,Konami,5.99,10
10024,Tiny Toon Adventures Cartoon Workshop,Action & Adventure,83717110309,B00004SVW0,12/1/92,Konami,2.99,6
12491,Toki,Action & Adventure,20588010406,B00004SVW2,,Taito,15.99,20
10035,Tom and Jerry,Action & Adventure,87855000331,B00004SVW3,12/1/91,Hi-Tech Expr.,2.99,6
12492,Tombs and Treasure,Action & Adventure,47875700123,B0018LJC7C,,,5.99,9
12493,Toobin',Action & Adventure,4.75E+11,B000EURIXS,,Eidos Interactive,9.99,13
12494,Top Gun,Action & Adventure,83717110088,B00004SVW4,11/1/87,Konami,1.99,4.99
10052,Top Gun The Second Mission,Other,83717110163,B0006TNDA4,1/1/90,,1.99,4.99
13883,Top Loading Nintendo NES Console,Systems,45496610043,B000L8L1E0,,Nintendo,97.99,119
12495,Top Players Tennis,Sports,96066890013,B00004SVW5,1/1/90,"VLM Entertainment, Inc.",1.99,4.99
12496,Totally Rad,Racing,32264900185,B00004SVW6,,Jaleco,3.99,7
10053,Total Recall,Action & Adventure,21481106043,B000GBNWAI,1/1/90,Acclaim,1.99,4.99
12490,To the Earth,Action & Adventure,,B000IYYHN4,11/1/89,Nintendo,1.99,4.99
12497,Touchdown Fever,Football,18484245008,B00004SVW7,2/1/91,SNK,7.99,12
12483,Town & Country II: Thrilla's Surfari,Action & Adventure,23582051857,B00004SVVG,3/1/92,,9.99,14
12461,Town & Country Surf Designs: Wood and Water Rage,Sports,23582051529,B00004SVVF,1/1/87,LJN,1.99,4.99
10056,Toxic Crusaders,Action & Adventure,,B00004SVW8,1/1/92,Bandai,14.99,20
12498,Track and Field,Sports,83717110033,B0009PJG38,1/1/88,Konami,2.99,5
12499,Track and Field II,Sports,83717110125,B0006TND9K,2/1/89,Konami,1.99,4.99
10064,Treasure Master,Action & Adventure,7.29627E+11,B00004SVW9,4/1/91,Electro Brain Corp.,3.99,7
10068,Trog,Action & Adventure,21481104025,B00004SVWA,5/1/91,LJN,5.99,9
12500,Trojan,Action & Adventure,9119900737,B000H57D6W,1/1/87,Capcom,1.99,4.99
10069,Trolls in Crazyland,Action & Adventure,7.29627E+11,,6/1/94,,157.99,190
12501,Trolls on Treasure Island,Action & Adventure,,B001J0RIKK,,,14.99,20
12502,Twin Cobra,Action & Adventure,39471885045,B00004SVY5,,American Sammy,3.99,7
12503,Twin Eagle,Action & Adventure,95474100103,B000DZTRKG,1/1/89,Romstar,2.99,6
10079,Uforia The Saga,Action & Adventure,,,9/1/91,,128.99,155
16293,Ufouria,Action & Adventure,,,,,94.99,115
12504,Ultima Exodus,RPG,22909100049,B00004SVWB,2/1/89,FCI,4.99,8
12505,Ultima Quest of the Avatar,RPG,22909100117,B000I9OQLW,,FCI,7.99,11
10081,Ultimate Air Combat,Action & Adventure,47875100169,B00004SVY6,11/1/92,"VLM Entertainment, Inc.",11.99,16
12506,Ultimate Basketball,Basketball,39471885083,B00004SVWC,,American Sammy,1.99,4.99
12507,Ultimate League Soccer,Soccer,21619110089,B001QI44K2,,,10.99,15
12481,Ultimate Stuntman,Action & Adventure,69667074007,B000B82SSI,,Camerica,6.99,10
10080,Ultima Warriors of Destiny,RPG,22909100148,B000GFPMJ8,6/1/90,FCI,31.99,40
10090,Uncharted Waters,Strategy,40198000352,B00004SVWD,11/1/91,,25.99,33
10091,Uninvited,Action & Adventure,44499000134,B0007WOJAS,6/1/91,Kemco,21.99,28
10096,Untouchables,Action & Adventure,20295010089,B00004SVWE,12/1/90,,6.99,10
12012,Urban Champion,Action & Adventure,45496630188,B000YNPV9I,,Nintendo,3.99,7
12508,Vegas Dream,Other,40458233049,B00004SVY7,3/1/90,Hal America,1.99,4.99
12509,Venice Beach Volleyball,Sports,21619110126,B000KKO4XY,1/1/91,American Video Entertainment,7.99,12
12510,Vice Project Doom,Action & Adventure,39471905118,B00004SVWF,11/1/91,American Sammy,10.99,15
10105,Videomation,Other,7.19575E+11,B00004SVXY,1/1/90,THQ,3.99,7
12511,Vindicators,Action & Adventure,31763061120,B00004SVWG,1/1/88,Midway Entertainment,1.99,4.99
12013,Volleyball,Sports,9.1199E+11,B000G6O252,3/1/87,Nintendo,4.99,8
10132,Wacky Races,Racing,7.30865E+11,B00004SVWJ,5/1/92,Atlus,79.99,97
10133,Wall Street Kid,Strategy,93295902012,B00004SVWK,1/1/90,Sofel,2.99,6
12513,Wally Bear and the No Gang,Action & Adventure,21619110164,B001MI8YFM,,,22.99,29
10138,Wario's Woods,Puzzle,45496630751,B00004SVXC,12/1/94,Nintendo,9.99,14
12514,Wayne Gretzky Hockey,Sports,7.19575E+11,B00004SVWL,,THQ,1.99,4.99
10146,Wayne's World,Action & Adventure,7.19575E+11,B00004SVWM,11/1/93,THQ,84.99,103
12512,WCW World Championship Wrestling,Wrestling,22909100087,B000V5YW7Q,1/1/90,FCI,3.99,6
12515,Werewolf,Action & Adventure,13252002197,B00004SVWN,11/1/90,Data East,2.99,6
12517,Wheel of Fortune,Other,43948510002,B00004SVWO,9/1/88,GT Interactive,1.99,4.99
12516,Wheel of Fortune Family Edition,Other,43948510026,B00004SVWP,3/1/90,GT Interactive,1.99,4.99
10149,Wheel of Fortune Featuring Vanna White,Other,43948510019,B00004SVWQ,1/1/92,GT Interactive,1.99,5
12518,Wheel of Fortune Junior Edition,Other,,B000K5QW6Q,10/1/89,GameTek,1.99,4.99
10152,Where in Time is Carmen Sandiego,Action & Adventure,83717110231,B00004SVWR,6/1/92,Konami,1.99,4.99
12519,Where's Waldo,Other,7.19575E+11,B00004SVWS,9/1/91,THQ,3.99,6
12520,Who Framed Roger Rabbit,Action & Adventure,23582051574,B000EUTM8W,9/1/89,Buena Vista,1.99,5
12521,Whomp 'Em,Action & Adventure,32264900192,B00004SVWT,3/1/91,Jaleco,7.99,11
10154,Widget,Action & Adventure,7.30865E+11,B00004SVWU,11/1/92,Atlus,15.99,21
12522,Wild Gunman,Other,,B001NRFTDC,10/1/85,,12.99,17
12523,Willow,Action & Adventure,13388110148,B00004SVWV,1/1/89,Capcom,3.99,7
12524,Win Lose or Draw,Other,87855000300,B00004SVWW,,Hi-Tech Expr.,1.99,4.99
12525,Winter Games,Sports,21481102021,B000QY9BO6,9/1/87,EPYX,1.99,4.99
10166,Wizardry: Knight of Diamonds Second Scenario,RPG,,B00004SVWX,,ASCII,12.99,18
19592,Wizardry: Proving Grounds of the Mad Overlord,RPG,93992010300,B000Y44YRW,,,4.99,8
12528,Wizards and Warriors,RPG,21481102045,B0007V0Y1C,1/1/87,Nintendo,1.99,5
10167,Wizards and Warriors III Kuros Visions of Power,Action & Adventure,21481105046,B00004SVWY,6/1/91,LJN,9.99,14
10169,Wolverine,Action & Adventure,23582051826,B000G8F0W4,10/1/91,Nintendo,7.99,12
10172,World Champ,Sports,95474150108,B00004SVWZ,4/1/91,Romstar,15.99,21
12530,World Class Track Meet,Sports,7.86309E+11,B0009KN0M6,1/1/88,Nintendo,1.99,4.99
12532,World Games,Sports,32244048838,B000ZMI9T2,1/1/89,,1.99,4.99
12533,Wrath of the Black Manta,Action & Adventure,20588010178,B00004SVX0,4/1/90,Taito,1.99,4.99
12014,Wrecking Crew,Action & Adventure,74299009082,B000HXYNTE,10/1/85,Nintendo,3.99,7
10208,Wurm Journey to the Center of the Earth,Action & Adventure,96066900019,B00004SVX3,11/1/91,Asmik,6.99,10
10214,WWF King of the Ring,Wrestling,23582051901,B00004SVWH,11/1/93,LJN,9.99,14
10221,WWF Wrestlemania,Wrestling,21481105015,B00004SVX1,2/1/89,LJN,1.99,4.99
13833,WWF Wrestlemania Challenge,Wrestling,23582051819,B00004SVX2,1/1/90,LJN,1.99,4.99
10218,WWF Wrestlemania Steel Cage Challenge,Wrestling,23582051864,B00004SVWI,9/1/92,LJN,1.99,4.99
12534,Xenophobe,Action & Adventure,20763110037,B00004SVX4,12/1/88,Sunsoft,1.99,4.99
12015,Xevious,Action & Adventure,45557873127,B000MWBUW8,,Bandai,1.99,4.99
12535,Xexyz,Action & Adventure,39854000072,B00004SVX5,,Hudson Soft,4.99,8
12536,Yo Noid,Action & Adventure,13388110247,B0014C227W,11/1/90,Capcom,4.99,8
10228,Yoshi,Puzzle,45496630690,B00004SVYT,6/1/92,Nintendo,3.99,7
10229,Yoshi's Cookie,Puzzle,45496630713,B00004SVYU,9/1/93,Nintendo,2.99,6
10230,Young Indiana Jones Chronicles,Action & Adventure,32264900260,B00004SVX6,3/1/92,Jaleco,15.99,21
12016,Zanac,Action & Adventure,22909100025,B00004SVX7,11/28/86,FCI,5.99,9
13716,Zapper Light Gun,Controllers,85239004883,B000PKE5EM,,Nintendo,8.99,13
10234,Zelda II The Adventure of Link,RPG,45496630331,B00004SVYE,12/1/88,Nintendo,14.99,20
20786,Zelda Test Cartridge,Other,,,,,886.99,1058
10236,Zen Intergalactic Ninja,Action & Adventure,83717110347,B00004SVX8,3/1/93,Konami,17.99,23
10239,Zombie Nation,Other,,,9/1/91,,160.99,194
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
