guid,title,ASIN,Cart Price,Complete Price,Genre,UPC,Publisher,Release Date
9034,GI Joe The Atlantis Factor,B00004SVPW,16.99,22,Action & Adventure,13388110322,Capcom,12/1/91
12247,Gilligan's Island,B000GACIMW,8.99,13,Action & Adventure,91199002807,Bandai,7/1/90
12248,Goal,B00002SV2A,1.99,4.99,Soccer,32264900062,Jaleco,2/1/92
9039,Goal 2,B00004SVQ2,15.99,21,Soccer,32264900253,Jaleco,8/1/92
12249,Godzilla,B001162GIG,5.99,10,Action & Adventure,5.68948E+11,,10/1/89
9042,Godzilla 2 War of the Monsters,B00004SVQ3,65.99,80,Strategy,91521100058,TOHO Video Games,2/1/92
9045,Gold Medal Challenge '92,B00004SVQ4,5.99,9,Sports,13388110339,Capcom,
9050,Golf,B000E7KSN8,1.99,4.99,Sports,45496630102,Nintendo,6/1/86
9051,Golf Grand Slam,B001B84ESE,5.99,9,Sports,7.30865E+11,,8/1/91
12250,Golgo 13 Top Secret Episode,B00004SVQ5,1.99,4.99,Action & Adventure,34912784512,"Vic Tokai, Inc.",10/1/88
12251,Gotcha,B00115L8AO,2.99,5,Action & Adventure,23582051536,Nintendo,1/1/87
11993,Gradius,B000J45TL2,4.99,8,Other,83717110019,Konami,12/1/86
9063,Great Waldo Search,B00004SVQ7,7.99,12,Puzzle,7.19575E+11,THQ,3/1/92
9068,Greg Norman's Golf Power,B00004SVQ8,6.99,11,Sports,52145800052,Virgin,9/1/92
12252,Gremlins 2,B00004SVQ9,3.99,7,Action & Adventure,20763110143,Sunsoft,1/1/90
12253,Guerrilla War,B000E7RH0A,4.99,8,Action & Adventure,1149199105,SNK,6/1/89
12254,Gumshoe,B000B696AS,5.99,9,Action & Adventure,4.7311E+11,Nintendo,6/1/86
12255,Gun-Nac,B000Q7X9WS,108.99,132,Action & Adventure,93992010607,ASCII,
12256,Gun.Smoke,B000E7S41G,6.99,10,Action & Adventure,13388110094,Capcom,1/1/88
12257,Gyromite,B000E7KSIS,1.99,4.99,Action & Adventure,8.64879E+11,Nintendo,10/1/85
12258,Gyruss,B00004SVQA,3.99,6,Action & Adventure,83717120056,Konami,2/1/89
16172,Hammerin Harry PAL,,183.99,221,Action & Adventure,,,
12259,Harlem Globetrotters,B00004SVQB,2.99,6,Basketball,43948513003,GT Interactive,
9097,Hatris,B000CSKS84,5.99,10,Puzzle,7.15504E+11,Bullet-Proof Software,4/1/92
12260,Heavy Barrel,B000IVEAFC,2.99,6,Action & Adventure,13252002142,Data East,3/1/90
12261,Heavy Shreddin',B00006CXSS,1.99,4.99,Action & Adventure,26359920523,Parker Brothers,6/1/90
21045,HES Real Player's Pack,,24.99,31,Other,,,
9109,High Speed,B0018ECL2M,1.99,5,Arcade,31719199136,,11/1/91
9113,Hit the Ice,,4.99,8,Sports,20588010567,,10/1/90
12262,Hogan's Alley,B000VEO22M,2.99,5,Other,45496630034,Nintendo,10/1/85
9115,Hollywood Squares,B00004SVQF,1.99,5,Other,43948530000,GT Interactive,9/1/89
9117,Home Alone,B00004SVQG,2.99,5,Action & Adventure,7.19575E+11,THQ,12/1/91
9119,Home Alone 2 Lost In New York,B00004SVQH,1.99,4.99,Action & Adventure,7.19575E+11,THQ,12/1/92
30819,Honey Peach,,348.99,417,Action & Adventure,,,
9121,Hook,B00004SVQI,3.99,7,Action & Adventure,90451106017,Sony,4/1/92
12263,Hoops,B00004SVQJ,1.99,4.99,Basketball,32264900055,Jaleco,6/1/89
14931,Hot Slots,,260.99,313,Action & Adventure,,,
9132,Hudson Hawk,B00004SVXT,3.99,7,Action & Adventure,90451104037,Sony,2/1/92
9133,Hunt for Red October,B00004SVQK,1.99,4.99,Action & Adventure,87855000515,Hi-Tech Expr.,6/1/91
12264,Hydlide,B00004SVQL,1.99,4.99,Action & Adventure,22909100070,FCI,6/1/89
11994,Ice Climber,B0006TNCUK,12.99,18,Action & Adventure,45496630126,,
11995,Ice Hockey,B0009KMYUK,1.99,4.99,Sports,74720137155,Nintendo,3/1/88
12265,Ikari Warriors,B000VERG4I,3.99,7,Action & Adventure,,SNK,5/1/87
12266,Ikari Warriors II,B000E7TSIO,1.99,4.99,Action & Adventure,2.55007E+11,SNK,
12267,Ikari Warriors III: The Rescue,B00004SVQN,12.99,18,Action & Adventure,18484255007,SNK,
12268,Image Fight,B00004SVQO,4.99,8,Fighting,7.15664E+11,IREM,
9138,Immortal,B00004SVQP,4.99,8,RPG,14633070095,Electronic Arts,5/1/91
12269,Impossible Mission II,B000E7VEO0,15.99,21,Action & Adventure,20217020295,American Video Entertainment,
9143,Incredible Crash Dummies,B00004SVOJ,5.99,10,Action & Adventure,23582051871,LJN,4/1/94
12270,Indiana Jones and the Last Crusade,B00115L88Q,12.99,17,Action & Adventure,1.01508E+11,Taito,3/1/91
30748,Indiana Jones and the Last Crusade Ubisoft,B00004SVQM,47.99,60,Action & Adventure,20588010161,,
12271,Indiana Jones and the Temple of Doom,B0009PUCPY,2.99,5,Action & Adventure,31763014126,Tengen,1/1/88
12272,Infiltrator,B00004SVQQ,1.99,4.99,Action & Adventure,50047103103,Mindscape,1/1/89
12274,Iron Sword Wizards and Warriors II,B00004SVQR,2.99,6,RPG,21481106012,LJN,1/1/88
12273,Iron Tank,B000CJ69NQ,1.99,4.99,Action & Adventure,18484165009,Nintendo,7/1/88
12275,Isolated Warrior,B00004SVQS,8.99,13,Action & Adventure,97933100020,NTVIC,2/1/91
12276,Jackal,B00004SVQU,4.99,8,Action & Adventure,83717110101,Konami,1/1/88
12277,Jackie Chan's Action Kung FU,B00004SVQV,15.99,21,Action & Adventure,39854000119,Hudson Soft,12/1/92
9155,Jack Nicklaus Golf,B00004SVQT,1.99,4.99,Sports,83717110170,Konami,4/1/89
9161,James Bond Jr,B00004SVQW,9.99,14,Action & Adventure,7.19575E+11,THQ,9/1/91
12278,Jaws,B000FFEQN2,2.99,5,Action & Adventure,23582051567,Nintendo,1/1/87
9169,Jeopardy,B00004SVQX,1.99,4.99,Other,43948008769,,1/1/87
9170,Jeopardy 25th Anniversary,B00004SVQY,1.99,4.99,Other,43948520025,GT Interactive,9/1/90
9172,Jeopardy Jr,B00004SVQZ,1.99,4.99,Other,43948520018,GT Interactive,1/1/89
9176,Jetsons Cogswell's Caper,B00004SVR0,68.99,84,Action & Adventure,20588010536,Taito,12/1/93
9177,Jimmy Connors Tennis,B000H58URS,26.99,34,Sports,8888060888,Ubisoft,8/1/94
9179,Joe and Mac,B00004SVR1,10.99,15,Action & Adventure,13252002272,Data East,12/1/92
12279,John Elway's Quarterback Challenge,B000FI4SIM,1.99,4.99,Football,,Tradewest,
12280,Jordan vs Bird One on One,B0009V5XLQ,1.99,4.99,Basketball,7.15664E+11,Milton Bradley,8/1/89
12281,Joshua: The Battle of Jericho,B0010EI5R0,14.99,19,Action & Adventure,6.59057E+11,,
12282,Journey to Silius,B00004SVYA,12.99,17,Action & Adventure,20763110136,Sunsoft,9/1/90
12283,Joust,B00004SVR2,1.99,4.99,Action & Adventure,40458200010,Hal America,10/1/88
9190,Jurassic Park,B00004SVR3,3.99,7,Action & Adventure,20295010096,Ocean Inc.,6/1/93
12284,Kabuki Quantum Fighter,B00004SVTJ,1.99,4.99,Fighting,40458233117,Hal America,1/1/91
12285,Karate Champ,B00004SVR4,1.99,4.99,Fighting,13252002029,Data East,11/1/86
12286,Karnov,B000B6E5RM,1.99,4.99,Action & Adventure,4.7311E+11,ACTIVISION,1/1/88
12287,Kickle Cubicle,B000KZAKKU,9.99,14,Action & Adventure,7.15664E+11,IREM,
9204,Kick Master,B00004SVR5,18.99,24,Action & Adventure,20588010383,Taito,7/1/92
11996,Kid Icarus,B00005AV86,11.99,16,Action & Adventure,45496630355,Nintendo,7/1/87
9205,Kid Klown in Night Mayor World,B00213C8VI,62.99,77,Action & Adventure,7.41648E+11,,6/1/93
12288,Kid Kool,B00004SVR6,6.99,10,Action & Adventure,34912784628,"Vic Tokai, Inc.",1/1/88
12289,Kid Niki Radical Ninja,B000VYWCWY,2.99,6,Action & Adventure,13252002067,Data East,1/1/87
16437,King Neptune's Adventure,B001AMZ8C2,107.99,130,Action & Adventure,96962810160,Color Dreams,
12290,King of Kings,B004AKVBY0,7.99,11,RPG,7.68226E+11,,1/1/91
9212,King's Knight,B00004SVR7,1.99,4.99,Strategy,94689191012,,9/1/89
12292,Kings of the Beach,B00004SVXU,1.99,4.99,Sports,83717120070,Konami,1/1/90
12291,King's Quest V,B00004SVR8,12.99,17,RPG,83717110262,Konami,6/1/92
9213,Kirby's Adventure,B00004SVR9,13.99,18,Action & Adventure,45496630720,Nintendo,5/1/93
12293,Kiwi Kraze,B00004SVRA,11.99,17,Action & Adventure,20588010208,Taito,
12294,Klashball,B00004SVRB,1.99,5,Sports,93295911014,Sofel,
12295,Klax,B00004SVRC,5.99,9,Puzzle,31763040125,Midway Entertainment,1/1/90
12296,Knight Rider,B000E81EY4,1.99,4.99,Racing,3.61622E+11,Nintendo,1/1/88
12297,Krazy Kreatures,B000Q80ZHY,8.99,13,Action & Adventure,21619110072,American Video Entertainment,1/1/90
12298,Krion Conquest,B00004SVRD,15.99,21,Action & Adventure,34912784666,"Vic Tokai, Inc.",
9217,Krusty's Fun House,B00004SVRE,3.99,7,Puzzle,21481107019,LJN,7/1/92
12299,Kung Fu,B00004SVXV,3.99,7,Fighting,45496630119,Nintendo,10/1/85
9219,Kung Fu 2,,3.99,6,Action & Adventure,7.15664E+11,,7/1/87
12300,Kung Fu Heroes,B0009ML59Y,1.99,4.99,Fighting,47743890017,Culture Brain,2/1/89
9222,Laser Invasion,B00004SVRG,3.99,7,Action & Adventure,83717110200,Konami,4/1/91
19472,Laserscope,B004FKWN92,157.99,190,Accessories,83717111009,,
9224,Last Action Hero,B00004SVRH,19.99,26,Action & Adventure,90451106024,Sony,10/1/93
12301,Last Starfighter,B00235KZI2,5.99,10,Action & Adventure,50047104490,,6/1/90
12302,Lee Trevino's Fighting Golf,B0006TNCBY,2.99,5,Sports,18484175008,,
12303,Legacy of the Wizard,B00004SVRJ,1.99,4.99,RPG,47956144402,Data East,4/1/89
12304,Legendary Wings,B00004SVRK,2.99,5,Other,13388110063,Capcom,7/1/88
11997,Legend of Kage,B00004SVXF,1.99,5,Action & Adventure,20588010024,Taito,8/1/87
9236,Legend of Zelda,B00004SVXW,22.99,29,Strategy,45496630324,Nintendo,7/1/87
12305,Legends of the Diamond,B00004SVRL,4.99,8,Baseball,45557072803,Bandai,1/1/92
9240,Lemmings,B00004SVRM,22.99,29,Puzzle,20763110266,Sunsoft,11/1/92
9242,L'Empereur,B00004SVRF,34.99,43,Strategy,40198000215,Koei,11/1/91
9245,Lethal Weapon,B00004SVRN,10.99,15,Action & Adventure,20295010058,Ocean Inc.,12/1/92
12306,Life Force,B00004SVRO,6.99,10,Action & Adventure,83717110118,Konami,8/1/88
12307,Linus Spacehead Cosmic Adventure,B000BYFQ4K,53.99,67,Action & Adventure,69667075059,,
12308,Little League Baseball,B00004SVRP,4.99,8,Baseball,18484235009,SNK,6/1/90
9248,Little Mermaid,B00004SVRQ,3.99,6,Action & Adventure,13388110278,Capcom,12/1/91
9249,Little Nemo The Dream Master,B00004SVRR,4.99,8,Action & Adventure,13388110223,Capcom,12/1/90
12309,Little Ninja Brothers,B00004SVRS,30.99,39,Action & Adventure,47743900051,Culture Brain,1/1/90
21862,Little Red Hood,,89.99,109,Action & Adventure,,,
9250,Little Samson,B000TV6SB0,537.99,643,Action & Adventure,4.51035E+11,Taito,
22049,Little Samson PAL,,133.99,161,Action & Adventure,,Taito,
11998,Lode Runner,B000B6E66W,4.99,8,Action & Adventure,4.7311E+11,Broderbund,9/1/87
9253,Lone Ranger,B00004SVRT,7.99,12,Action & Adventure,83717110224,Konami,7/1/91
12310,Loopz,B0009MJACI,2.99,5,Puzzle,50047104797,Nintendo,
12311,Low G Man,B000G15CWE,1.99,4.99,Action & Adventure,40886119847,Taxan,9/1/90
9260,Lunar Pool,B000HAFEXG,1.99,4.99,Sports,22909100018,,10/1/87
11999,Mach Rider,B0002VFW3W,1.99,4.99,Racing,50428085455,,11/21/85
12313,Mad Max,B0007LQ1NC,2.99,6,Action & Adventure,50047104728,Mindscape,1/1/90
9275,Magic Darts,B00004SVRW,3.99,7,Sports,95474190104,Romstar,9/1/91
12314,Magician,B00004SVRY,11.99,16,Action & Adventure,40886151908,"VLM Entertainment, Inc.",
12315,Magmax,B00004SVRZ,1.99,5,Action & Adventure,22909100056,FCI,
12316,Major League Baseball,B000JF9C82,1.99,4.99,Baseball,23582051543,,
12317,Maniac Mansion,B00004SVS0,11.99,16,Action & Adventure,32264900123,Jaleco,9/1/90
12318,Mappy,,9.99,14,Action & Adventure,,,11/14/84
13766,Mappy-Land,B000E99XSW,4.99,8,Action & Adventure,40886627793,Taxan,4/1/89
12319,Marble Madness,B00079YXP2,1.99,4.99,Puzzle,32244048807,Milton Bradley,1/1/89
12000,Mario Bros,B000E99JN6,13.99,18,Action & Adventure,7.3406E+11,Nintendo,10/1/85
9287,Mario Is Missing,B00004SVS1,13.99,19,Action & Adventure,50047109532,Mindscape,10/1/91
9289,Mario's Time Machine,B00004SVS2,42.99,53,Action & Adventure,50047113874,Mindscape,4/1/94
12321,Master Chu and the Drunkard Hu,B0009LSNE0,18.99,24,Action & Adventure,96962810092,Color Dreams,
14925,Maxi 15,B003N3FEH0,72.99,89,Action & Adventure,7.21619E+11,,
9307,M.C. Kids,B00004SVRU,7.99,12,Action & Adventure,52145800076,Virgin,12/1/91
12322,Mechanized Attack,B00237EF1S,4.99,8,Action & Adventure,6.12512E+11,,6/1/90
16294,Megacom 76,,36.99,46,Other,,,
9314,Mega Man,B00004SVXG,42.99,54,Action & Adventure,13388110070,Capcom,12/1/87
12323,Mega Man 2,B00004SVS3,19.99,26,Action & Adventure,13388110117,Capcom,6/1/89
9315,Mega Man 3,B00004SVS5,17.99,23,Action & Adventure,13388110254,Capcom,11/1/90
12324,Mega Man 4,B00004SVS4,23.99,31,Action & Adventure,13388110308,Capcom,1/1/92
9316,Mega Man 5,B00004SVS6,48.99,60,Action & Adventure,13388110353,Capcom,12/1/92
9317,Mega Man 6,B00004SVS7,32.99,41,Action & Adventure,45496630768,Nintendo,3/1/94
12325,Menace Beach,B004HX8RWY,156.99,189,Action & Adventure,96962810221,,
12326,Mendel Palace,B00004SVS8,4.99,8,Action & Adventure,39854000096,Hudson Soft,12/12/89
12327,Mermaids of Atlantis,B00237VU48,26.99,34,Action & Adventure,21619110140,,
12328,Metal Fighter,B000E91GM8,14.99,20,Fighting,1.2003E+11,Color Dreams,
12329,Metal Gear,B00004SVS9,3.99,6,Action & Adventure,83717120018,Konami,6/1/88
12330,Metal Mech,B00004SVSA,3.99,7,Action & Adventure,32264900178,Jaleco,
12331,Metal Storm,B00004SVSB,45.99,57,Action & Adventure,7.15664E+11,IREM,1/1/91
9331,Metroid,B00004SVYF,11.99,16,Action & Adventure,45496630348,Nintendo,8/1/86
12332,Michael Andretti's World GP,B00004SVMP,2.99,6,Racing,39471885076,American Sammy,
9337,Mickey Mousecapade,B00004SVYW,1.99,5,Action & Adventure,13388110155,Capcom,12/1/89
9338,Mickey's Adventure in Numberland,B00004SVSC,27.99,35,Action & Adventure,87855000218,Hi-Tech Expr.,2/1/94
9339,Mickey's Safari in Letterland,B00004SVSD,3.99,7,Action & Adventure,87855000201,Hi-Tech Expr.,12/1/94
12333,Micro Machines,B000JRCV10,20.99,27,Racing,69667074038,Camerica,1/1/91
12334,Mig 29,B0009PS5V2,3.99,7,Other,69667074076,Camerica,1/1/89
9349,Might and Magic,B00004SVSE,18.99,24,Strategy,39471905125,American Sammy,8/1/92
12002,Mighty Bomb Jack,B0010ED7SM,3.99,7,Action & Adventure,,Tecmo,1/1/87
9351,Mighty Final Fight,B00004SVSF,77.99,95,Action & Adventure,13388110377,Capcom,7/1/93
12001,Mike Tyson's Punch-Out,B00005AV8O,14.99,20,Sports,45496630287,Nintendo,1/1/87
12336,Millipede,B000GAYPUK,1.99,4.99,Arcade,7.10353E+11,Hal America,10/1/87
12003,Milon's Secret Castle,B00004SVUA,1.99,4.99,Action & Adventure,39854000027,Hudson Soft,1/1/86
9355,Mini Putt Super Pro Golf,,9.99,14,Sports,9119910118,,8/1/91
12337,Miracle Piano,B000TK6ZP0,13.99,18,Other,24294001147,Nintendo,1/1/90
31608,Miracle Piano with Keyboard,,151.99,183,Other,,,1/1/85
19303,Mission Cobra,B000I5OOE0,22.99,30,Other,16315730020,,
9358,Mission Impossible,B00004SVSG,1.99,4.99,Action & Adventure,83717120094,Konami,9/1/90
9366,Monopoly,B00004SVSH,1.99,4.99,Strategy,73000040284,Parker Brothers,5/1/91
12340,Monster in My Pocket,B00004SVSI,14.99,19,Action & Adventure,83717110248,Konami,
12338,Monster Party,B00004SVSJ,4.99,8,Action & Adventure,45557074005,Bandai,1/1/89
12339,Monster Truck Rally,B00004SVXX,8.99,13,Racing,18571091037,"VLM Entertainment, Inc.",
21116,Moon Ranger,B001QHW7ES,104.99,127,Action & Adventure,16315730051,,
9377,Motor City Patrol,B00004SVSK,25.99,33,Action & Adventure,35995727045,"VLM Entertainment, Inc.",7/1/92
15976,Mr. Gimmick,,78.99,96,Action & Adventure,,,
9382,Ms. Pac-Man (Namco),B000LSTEZ8,11.99,16,Action & Adventure,7.22674E+11,Namco,11/1/93
30883,Ms. Pac-Man (Tengen),B000R4N7WW,10.99,15,Arcade,31763030126,,
9387,M.U.L.E.,B00004SVYB,9.99,14,Other,50047104810,Mindscape,6/1/90
12341,Muppet Adventure,B00004SVSL,1.99,4.99,Action & Adventure,87855000409,Hi-Tech Expr.,
12312,MUSCLE,B000B4132O,3.99,7,Action & Adventure,45557872007,,1/1/86
9390,Mutant Virus,B00004SVSM,4.99,8,Action & Adventure,7.29627E+11,American Sammy,3/1/92
14929,Myriad 6-in-1,,1205.99,1438,Action & Adventure,,,
12342,Mystery Quest,B0009PX8NC,1.99,4.99,Action & Adventure,40886697833,Taxan,1/1/88
12343,NARC,B0002XMYHM,1.99,4.99,Action & Adventure,41240134650,Acclaim,1/1/90
16388,NES Advantage Controller,B00004SVXA,15.99,21,Controllers,45496620035,,
16389,NES Four Score,B000J0PVOG,12.99,18,Accessories,45496620103,,
21587,NES Max,B00004SVYP,2.99,6,Controllers,45496620059,,
9449,NES Open Tournament Golf,B00004SVYK,2.99,5,Sports,45496630669,Nintendo,9/1/91
19364,NES Satellite 4 Controller Port,B000NQ8ZAI,6.99,10,Accessories,33383035246,,
9459,NFL Football,B0009PS61Q,1.99,4.99,Football,23582051581,Nintendo,11/1/90
9483,Nigel Mansell's World Championship Racing,B00004SVSN,9.99,13,Racing,43948530017,GT Interactive,10/1/93
9487,Nightshade,B00004SVSP,9.99,14,Action & Adventure,83717120162,Konami,4/1/92
12344,Ninja Crusaders,B000W1VXF8,14.99,19,Action & Adventure,,American Sammy,12/1/90
9488,Ninja Gaiden,B00004SVSS,7.99,12,Action & Adventure,18946110073,Tecmo,5/1/89
9490,Ninja Gaiden III Ancient Ship of Doom,B00004SVSR,38.99,49,Action & Adventure,18946110134,Tecmo,8/1/91
12004,Ninja Gaiden II The Dark Sword of Chaos,B000EA0HMW,6.99,10,Action & Adventure,18946110103,Nintendo,5/1/90
12345,Ninja Kid,B000MC6DHA,2.99,5,Action & Adventure,45557872021,Bandai,10/1/86
19387,Nintendo Campus Challenge 1991,,21104.99,25127,Other,,,
13743,Nintendo NES Console,B00004SVYQ,62.99,77,Systems,45496610104,Nintendo,
13746,Nintendo NES Console w/ 72 Pin Connector,,39.99,49,Systems,,,
13805,Nintendo NES Controller,B00004SVOG,4.99,8,Controllers,8.13048E+11,Nintendo,
21251,Nintendo Test Cartridge,,261.99,314,Other,,,
14933,Nintendo World Championship,,11654.99,13877,Action & Adventure,,,
16173,Nintendo World Championship Gold,,18899.99,22502,Action & Adventure,,,
9492,Nintendo World Cup,B00004SVY8,1.99,5,Soccer,45496630379,Nintendo,12/1/90
9495,Nobunaga's Ambition,B000BV8G4K,3.99,7,Strategy,40198000406,,12/1/88
13108,Nobunaga's Ambition 2,B00139XODC,79.99,97,Strategy,40198000185,Koei,
12346,North and South,B00004SVST,25.99,33,Action & Adventure,44499000127,SEIKA VIDEO GAMES,1/1/90
14281,Operation Secret Storm,,206.99,248,Action & Adventure,,,
12348,Operation Wolf,B00004SVSU,1.99,4.99,Action & Adventure,20588010086,Taito,5/1/89
12347,ORB 3-D,B00004SVSV,1.99,4.99,Action & Adventure,87855000522,Hi-Tech Expr.,10/1/90
12349,Othello,B000G85AJM,1.99,4.99,Puzzle,21481102052,Acclaim,12/1/98
9516,Overlord,B00004SVSW,6.99,10,Strategy,52145800069,Virgin,2/1/93
12351,Pac-Mania,B000J3HYZW,9.99,14,Action & Adventure,36000027006,Tengen,1/1/90
9518,Pac-Man (Namco),B0002UFC3S,5.99,9,Action & Adventure,7.22674E+11,Tengen,12/1/93
30882,Pac-Man (Tengen),B001J74UHM,7.99,11,Arcade,31763031123,,
16126,Palamedes,B00004SVSX,1.99,5,Other,93455100050,Hot B USA Inc,
9523,Panic Restaurant,B00004SVSY,212.99,255,Action & Adventure,20588010529,,7/1/92
9528,Paperboy,B00004SVSZ,9.99,14,Racing,31719198238,,12/1/88
9530,Paperboy 2,B00004SVT0,9.99,14,Action & Adventure,50047110095,Mindscape,1/1/91
14932,Peek-a-Boo Poker,,1364.99,1627,Action & Adventure,,,
19452,Pesterminator,B001QHYE1C,34.99,43,Action & Adventure,96962810153,,
12352,Peter Pan and the Pirates,B00004SVT1,3.99,7,Action & Adventure,7.19575E+11,THQ,
12353,Phantom Fighter,B00004SVT2,3.99,6,Other,22909100094,FCI,
12354,Pictionary,B00004SVT3,2.99,5,Other,23582051802,LJN,
12005,Pinball,B0006TNCV4,1.99,4.99,Arcade,45496630171,,10/1/85
12356,Pinball Quest,B00004SVT4,1.99,4.99,Arcade,32264900147,Jaleco,1/1/90
12355,Pin-Bot,B000HNNVOC,1.99,5,Action & Adventure,65810267296,Nintendo,4/1/90
12357,Pipe Dream,B00004SVT5,2.99,5,Puzzle,7.15504E+11,BPS,9/1/90
9558,Pirates,B000BMYM3S,11.99,16,Action & Adventure,83717120148,Ultra,10/1/91
12358,Platoon,B00004SVT6,1.99,4.99,Action & Adventure,20763110051,Sunsoft,12/1/88
9566,Play Action Football,B00004SVYG,1.99,4.99,Football,74299063589,Nintendo,9/1/90
12359,Popeye,B000EA2KBS,7.99,12,Action & Adventure,1.00131E+11,Nintendo,6/1/86
12350,POW,B0009WUTWI,2.99,6,Action & Adventure,18484185007,Nintendo,1/1/88
9574,Power Blade,B00004SVT9,18.99,25,Action & Adventure,20588010314,Taito,3/1/91
9575,Power Blade 2,B00004SVTA,293.99,352,Action & Adventure,20588010635,Taito,10/1/92
13715,Power Glove,B001VII7PA,67.99,83,Controllers,74299040078,,
13761,Power Pad,B002W4JN9Q,14.99,19,Controllers,,,
9577,Power Punch II,B00004SVT8,7.99,11,Fighting,7.29627E+11,American Sammy,8/1/92
19390,P'radikus Conflict,B0025MZEUC,35.99,45,Strategy,28400087803,,
12360,Predator,B000SLMH02,3.99,7,Action & Adventure,47875700024,ACTIVISION,
9584,Prince of Persia,B00004SVTB,10.99,15,Action & Adventure,52145800083,Virgin,11/1/92
12361,Princess Tomato in the Salad Kingdom,B00004SVTC,35.99,45,Action & Adventure,39854000089,Hudson Soft,
9592,Pro Sports Hockey,B00004SVTD,47.99,59,Sports,32264900284,Jaleco,9/1/94
12362,Pro Wrestling,B0006TNCVE,2.99,6,Wrestling,45496630294,Nintendo,3/1/87
12006,Punch-Out,B00004SVYH,9.99,14,Sports,45496630614,Nintendo,7/25/92
16272,Punch-Out Special Edition,,314.99,377,Sports,,,
12364,Puss N' Boots: Pero's Great Adventure,B000EA3W8S,3.99,7,Action & Adventure,99451413613,Electro Brain Corp.,
12365,Puzzle,B0027NZSE6,7.99,11,Puzzle,21619110027,,
12366,Puzznic,B00004SVTG,5.99,9,Puzzle,20588010246,Taito,
12367,Pyramid,B000J42FN2,4.99,8,Action & Adventure,21619110034,,
9608,Pyross,,25.99,33,Action & Adventure,,,
12368,Q*bert,B00004SVTH,3.99,7,Arcade,83717120063,Konami,2/1/89
12369,Qix,B00004SVTI,14.99,19,Puzzle,20588010291,Taito,1/1/91
12371,Quattro Adventure,B000BYFJZG,2.99,6,Action & Adventure,69667075042,Camerica,1/1/93
19308,Quattro Arcade,B0006538XU,7.99,11,Arcade,69667074168,,
12372,Quattro Sports,B000BYKMM6,4.99,8,Sports,69667075035,Camerica,1/1/93
21024,Quickshot Joystick,B000TV513Q,3.99,6,Controllers,4.55635E+11,,
16260,Quickshot Sighting Scope,,27.99,36,Accessories,,,
9615,Race America,B00004SVTK,21.99,28,Racing,99451722067,Absolute Entertainment,5/1/92
30824,Racermate Challenge II,,787.99,940,Action & Adventure,,,
12376,Racket Attack,B000JO3OE6,1.99,4.99,Sports,32264900048,Jaleco,
12377,Rad Gravity,B000W44LR2,4.99,8,Action & Adventure,,,12/1/90
12378,Rad Racer,B00004SVTL,1.99,4.99,Racing,45496630362,Nintendo,10/1/87
12379,Rad Racer II,B0002WTK66,1.99,4.99,Racing,1.54961E+11,Squaresoft,1/1/90
30982,Rad Racket,,30.99,39,Sports,,,
12380,Raid 2020,B0028H3BKO,9.99,14,Action & Adventure,5.7899E+11,,
12381,Raid on Bungeling Bay,B000EAC64E,3.99,6,Action & Adventure,7.5503E+11,Broderbund,2/1/85
12382,Rainbow Islands,B00004SVTM,20.99,26,Action & Adventure,20588010321,Taito,
12383,Rally Bike,B000EA6W8U,3.99,7,Racing,95474130100,Romstar,9/1/90
12384,Rambo,B00004SVTN,1.99,4.99,Action & Adventure,21481103011,LJN,
12385,Rampage,B00004SVTO,6.99,10,Action & Adventure,13252002111,Data East,1/1/88
9624,Rampart,B00004SVTP,7.99,11,Racing,32264900246,Jaleco,6/1/92
9635,RBI Baseball,B001GFJM4I,2.99,5,Baseball,31763021124,,12/1/87
12373,RBI Baseball 2,B000E7VM06,3.99,7,Baseball,31763022121,Tengen,1/1/90
12374,RBI Baseball 3,B000A2XCIU,6.99,10,Baseball,8.55153E+11,,1/1/91
12375,RC Pro-AM,B000VUSZHY,1.99,5,Racing,,,
9639,RC Pro-AM II,B00004SVXZ,42.99,53,Racing,31719199235,Midway Entertainment,7/1/92
12386,Remote Control,B00004SVTQ,1.99,4.99,Action & Adventure,87855000324,Hi-Tech Expr.,5/1/90
9648,Ren and Stimpy Show Buckeroos,B00004SVTR,8.99,13,Action & Adventure,7.19575E+11,THQ,4/1/94
12387,Renegade,B000B4133I,1.99,4.99,Action & Adventure,20588010048,Taito,1/1/87
12388,Rescue the Embassy Mission,B00004SVTS,1.99,4.99,Action & Adventure,44499000080,SEIKA VIDEO GAMES,1/1/89
12389,Ring King,B000PY9QGA,4.99,8,Action & Adventure,13252002036,Nintendo,9/1/87
12390,River City Ransom,B0002TQK9E,20.99,27,Action & Adventure,95303284011,Technos,1/1/90
12392,RoadBlasters,B00004SVTW,1.99,4.99,Action & Adventure,50047103127,Mindscape,1/1/90
31545,Road Fighter,,19.99,26,Racing,,,1/1/85
12391,Road Runner,B000J42FMS,2.99,5,Action & Adventure,31763013129,,1/1/89
9669,Robin Hood Prince of Thieves,B00004SVTX,2.99,6,Action & Adventure,52145800045,Virgin,11/1/91
12394,Robocop,B0009VV5K4,1.99,4.99,Action & Adventure,14381516869,Nintendo,12/1/89
9671,Robocop 2,B00004SVTZ,4.99,8,Action & Adventure,13252002203,Data East,8/1/91
9673,Robocop 3,B00004SVU0,14.99,19,Action & Adventure,20295010041,Ocean Inc.,2/1/92
